Fiscal Year,Region,Gender,Race/Ethnicity,Same Race/Ethnicity as Adoptive Parent,Age Group,Consummated Adoptions
2015,8-San Antonio,Male,Hispanic,No,Six to Twelve Years Old,61
2015,8-San Antonio,Male,Hispanic,No,Thirteen to Eighteen Years Old,11
2015,8-San Antonio,Male,Other,No,Birth to Five Years Old,10
2015,8-San Antonio,Male,Other,No,Six to Twelve Years Old,9
2015,9-Midland,Female,African American,Yes,Six to Twelve Years Old,1
2015,9-Midland,Female,African American,No,Birth to Five Years Old,2
2015,9-Midland,Female,Anglo,Yes,Birth to Five Years Old,21
2015,9-Midland,Female,Anglo,Yes,Six to Twelve Years Old,8
2015,9-Midland,Female,Anglo,Yes,Thirteen to Eighteen Years Old,3
2015,9-Midland,Female,Anglo,No,Birth to Five Years Old,3
2015,9-Midland,Female,Anglo,No,Six to Twelve Years Old,2
2015,9-Midland,Female,Anglo,No,Thirteen to Eighteen Years Old,1
2015,9-Midland,Female,Hispanic,Yes,Birth to Five Years Old,8
2015,9-Midland,Female,Hispanic,Yes,Six to Twelve Years Old,6
2015,9-Midland,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,1
2015,9-Midland,Female,Hispanic,No,Birth to Five Years Old,17
2015,9-Midland,Female,Hispanic,No,Six to Twelve Years Old,4
2015,9-Midland,Female,Hispanic,No,Thirteen to Eighteen Years Old,4
2015,9-Midland,Female,Other,No,Birth to Five Years Old,3
2015,9-Midland,Female,Other,No,Six to Twelve Years Old,2
2015,9-Midland,Male,African American,Yes,Birth to Five Years Old,1
2015,9-Midland,Male,African American,Yes,Six to Twelve Years Old,3
2015,9-Midland,Male,African American,No,Birth to Five Years Old,5
2015,9-Midland,Male,Anglo,Yes,Birth to Five Years Old,13
2015,9-Midland,Male,Anglo,Yes,Six to Twelve Years Old,22
2015,9-Midland,Male,Anglo,Yes,Thirteen to Eighteen Years Old,5
2015,9-Midland,Male,Anglo,No,Birth to Five Years Old,4
2015,9-Midland,Male,Anglo,No,Six to Twelve Years Old,2
2015,9-Midland,Male,Anglo,No,Thirteen to Eighteen Years Old,1
2015,9-Midland,Male,Hispanic,Yes,Birth to Five Years Old,10
2015,9-Midland,Male,Hispanic,Yes,Six to Twelve Years Old,9
2015,9-Midland,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,1
2015,9-Midland,Male,Hispanic,No,Birth to Five Years Old,22
2015,9-Midland,Male,Hispanic,No,Six to Twelve Years Old,14
2015,9-Midland,Male,Hispanic,No,Thirteen to Eighteen Years Old,2
2015,9-Midland,Male,Native American,No,Thirteen to Eighteen Years Old,1
2015,9-Midland,Male,Other,No,Birth to Five Years Old,1
2015,9-Midland,Male,Other,No,Six to Twelve Years Old,1
2015,10-El Paso,Female,African American,No,Birth to Five Years Old,2
2015,10-El Paso,Female,African American,No,Six to Twelve Years Old,1
2015,10-El Paso,Female,Anglo,Yes,Birth to Five Years Old,1
2015,10-El Paso,Female,Anglo,Yes,Six to Twelve Years Old,5
2015,10-El Paso,Female,Hispanic,Yes,Birth to Five Years Old,12
2015,10-El Paso,Female,Hispanic,Yes,Six to Twelve Years Old,10
2015,10-El Paso,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,7
2015,10-El Paso,Female,Hispanic,No,Birth to Five Years Old,10
2015,10-El Paso,Female,Hispanic,No,Six to Twelve Years Old,5
2015,10-El Paso,Female,Hispanic,No,Thirteen to Eighteen Years Old,2
2015,10-El Paso,Female,Other,No,Birth to Five Years Old,1
2015,10-El Paso,Male,African American,Yes,Birth to Five Years Old,1
2015,10-El Paso,Male,African American,Yes,Six to Twelve Years Old,2
2015,10-El Paso,Male,African American,No,Birth to Five Years Old,4
2015,10-El Paso,Male,African American,No,Six to Twelve Years Old,1
2015,10-El Paso,Male,Anglo,Yes,Birth to Five Years Old,3
2015,10-El Paso,Male,Anglo,No,Six to Twelve Years Old,1
2015,10-El Paso,Male,Hispanic,Yes,Birth to Five Years Old,9
2015,10-El Paso,Male,Hispanic,Yes,Six to Twelve Years Old,13
2015,10-El Paso,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,7
2015,10-El Paso,Male,Hispanic,No,Birth to Five Years Old,5
2015,10-El Paso,Male,Hispanic,No,Six to Twelve Years Old,7
2015,10-El Paso,Male,Hispanic,No,Thirteen to Eighteen Years Old,2
2015,10-El Paso,Male,Other,No,Birth to Five Years Old,1
2015,11-Edinburg,Female,African American,No,Six to Twelve Years Old,1
2015,11-Edinburg,Female,Anglo,Yes,Birth to Five Years Old,7
2015,11-Edinburg,Female,Anglo,Yes,Six to Twelve Years Old,1
2015,11-Edinburg,Female,Anglo,Yes,Thirteen to Eighteen Years Old,1
2015,11-Edinburg,Female,Anglo,No,Birth to Five Years Old,2
2015,11-Edinburg,Female,Hispanic,Yes,Birth to Five Years Old,20
2015,11-Edinburg,Female,Hispanic,Yes,Six to Twelve Years Old,13
2015,11-Edinburg,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,9
2015,11-Edinburg,Female,Hispanic,No,Birth to Five Years Old,6
2015,11-Edinburg,Female,Hispanic,No,Six to Twelve Years Old,2
2015,11-Edinburg,Female,Hispanic,No,Thirteen to Eighteen Years Old,2
2015,11-Edinburg,Female,Other,No,Birth to Five Years Old,2
2015,11-Edinburg,Male,Anglo,Yes,Birth to Five Years Old,3
2015,11-Edinburg,Male,Anglo,Yes,Six to Twelve Years Old,2
2015,11-Edinburg,Male,Anglo,No,Birth to Five Years Old,1
2015,11-Edinburg,Male,Anglo,No,Six to Twelve Years Old,2
2015,11-Edinburg,Male,Hispanic,Yes,Birth to Five Years Old,24
2015,11-Edinburg,Male,Hispanic,Yes,Six to Twelve Years Old,14
2015,11-Edinburg,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,11
2015,11-Edinburg,Male,Hispanic,No,Birth to Five Years Old,5
2015,11-Edinburg,Male,Hispanic,No,Six to Twelve Years Old,5
2015,11-Edinburg,Male,Hispanic,No,Thirteen to Eighteen Years Old,2
2015,11-Edinburg,Male,Other,No,Birth to Five Years Old,1
2014,1-Lubbock,Female,African American,Yes,Birth to Five Years Old,6
2014,1-Lubbock,Female,African American,Yes,Six to Twelve Years Old,4
2014,1-Lubbock,Female,African American,No,Birth to Five Years Old,8
2014,1-Lubbock,Female,African American,No,Six to Twelve Years Old,2
2014,1-Lubbock,Female,Anglo,Yes,Birth to Five Years Old,12
2014,1-Lubbock,Female,Anglo,Yes,Six to Twelve Years Old,9
2014,1-Lubbock,Female,Anglo,Yes,Thirteen to Eighteen Years Old,5
2014,1-Lubbock,Female,Anglo,No,Birth to Five Years Old,1
2014,1-Lubbock,Female,Anglo,No,Six to Twelve Years Old,2
2014,1-Lubbock,Female,Anglo,No,Thirteen to Eighteen Years Old,1
2014,1-Lubbock,Female,Hispanic,Yes,Birth to Five Years Old,20
2014,1-Lubbock,Female,Hispanic,Yes,Six to Twelve Years Old,17
2014,1-Lubbock,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,3
2014,1-Lubbock,Female,Hispanic,No,Birth to Five Years Old,19
2014,1-Lubbock,Female,Hispanic,No,Six to Twelve Years Old,8
2014,1-Lubbock,Female,Hispanic,No,Thirteen to Eighteen Years Old,2
2014,1-Lubbock,Female,Other,No,Birth to Five Years Old,6
2014,1-Lubbock,Female,Other,No,Six to Twelve Years Old,1
2014,1-Lubbock,Male,African American,Yes,Birth to Five Years Old,4
2014,1-Lubbock,Male,African American,Yes,Six to Twelve Years Old,9
2014,1-Lubbock,Male,African American,Yes,Thirteen to Eighteen Years Old,5
2014,1-Lubbock,Male,African American,No,Birth to Five Years Old,11
2014,1-Lubbock,Male,African American,No,Six to Twelve Years Old,2
2014,1-Lubbock,Male,African American,No,Thirteen to Eighteen Years Old,2
2014,1-Lubbock,Male,Anglo,Yes,Birth to Five Years Old,25
2014,1-Lubbock,Male,Anglo,Yes,Six to Twelve Years Old,10
2014,1-Lubbock,Male,Anglo,Yes,Thirteen to Eighteen Years Old,1
2014,1-Lubbock,Male,Anglo,No,Six to Twelve Years Old,2
2014,1-Lubbock,Male,Anglo,No,Thirteen to Eighteen Years Old,1
2014,1-Lubbock,Male,Hispanic,Yes,Birth to Five Years Old,21
2014,1-Lubbock,Male,Hispanic,Yes,Six to Twelve Years Old,21
2014,1-Lubbock,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,3
2014,1-Lubbock,Male,Hispanic,No,Birth to Five Years Old,28
2014,1-Lubbock,Male,Hispanic,No,Six to Twelve Years Old,5
2014,1-Lubbock,Male,Hispanic,No,Thirteen to Eighteen Years Old,2
2014,1-Lubbock,Male,Other,No,Birth to Five Years Old,8
2014,1-Lubbock,Male,Other,No,Six to Twelve Years Old,2
2014,2-Abilene,Female,African American,Yes,Birth to Five Years Old,1
2014,2-Abilene,Female,African American,No,Birth to Five Years Old,1
2014,2-Abilene,Female,Anglo,Yes,Birth to Five Years Old,11
2014,2-Abilene,Female,Anglo,Yes,Six to Twelve Years Old,8
2014,2-Abilene,Female,Anglo,Yes,Thirteen to Eighteen Years Old,3
2014,2-Abilene,Female,Anglo,No,Birth to Five Years Old,4
2014,2-Abilene,Female,Hispanic,No,Birth to Five Years Old,9
2014,2-Abilene,Female,Hispanic,No,Six to Twelve Years Old,2
2014,2-Abilene,Female,Hispanic,No,Thirteen to Eighteen Years Old,1
2014,2-Abilene,Female,Other,No,Birth to Five Years Old,4
2014,2-Abilene,Female,Other,No,Six to Twelve Years Old,1
2014,2-Abilene,Female,Other,No,Thirteen to Eighteen Years Old,1
2014,2-Abilene,Male,African American,Yes,Thirteen to Eighteen Years Old,1
2014,2-Abilene,Male,African American,No,Six to Twelve Years Old,1
2014,2-Abilene,Male,Anglo,Yes,Birth to Five Years Old,9
2014,2-Abilene,Male,Anglo,Yes,Six to Twelve Years Old,11
2014,2-Abilene,Male,Anglo,Yes,Thirteen to Eighteen Years Old,2
2014,2-Abilene,Male,Anglo,No,Birth to Five Years Old,4
2014,2-Abilene,Male,Hispanic,No,Birth to Five Years Old,10
2014,2-Abilene,Male,Hispanic,No,Six to Twelve Years Old,1
2014,2-Abilene,Male,Other,No,Birth to Five Years Old,1
2014,2-Abilene,Male,Other,No,Thirteen to Eighteen Years Old,1
2014,3-Arlington,Female,African American,Yes,Birth to Five Years Old,39
2014,3-Arlington,Female,African American,Yes,Six to Twelve Years Old,31
2014,3-Arlington,Female,African American,Yes,Thirteen to Eighteen Years Old,8
2014,3-Arlington,Female,African American,No,Birth to Five Years Old,18
2014,3-Arlington,Female,African American,No,Six to Twelve Years Old,5
2014,3-Arlington,Female,Anglo,Yes,Birth to Five Years Old,89
2014,3-Arlington,Female,Anglo,Yes,Six to Twelve Years Old,60
2014,3-Arlington,Female,Anglo,Yes,Thirteen to Eighteen Years Old,21
2014,3-Arlington,Female,Anglo,No,Birth to Five Years Old,29
2014,3-Arlington,Female,Anglo,No,Six to Twelve Years Old,14
2014,3-Arlington,Female,Anglo,No,Thirteen to Eighteen Years Old,3
2014,3-Arlington,Female,Asian,No,Birth to Five Years Old,3
2014,3-Arlington,Female,Asian,No,Six to Twelve Years Old,2
2014,3-Arlington,Female,Hispanic,Yes,Birth to Five Years Old,22
2014,3-Arlington,Female,Hispanic,Yes,Six to Twelve Years Old,9
2014,3-Arlington,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,5
2014,3-Arlington,Female,Hispanic,No,Birth to Five Years Old,55
2014,3-Arlington,Female,Hispanic,No,Six to Twelve Years Old,21
2014,3-Arlington,Female,Hispanic,No,Thirteen to Eighteen Years Old,6
2014,3-Arlington,Female,Other,No,Birth to Five Years Old,19
2014,3-Arlington,Female,Other,No,Six to Twelve Years Old,6
2014,3-Arlington,Female,Other,No,Thirteen to Eighteen Years Old,2
2014,3-Arlington,Male,African American,Yes,Birth to Five Years Old,43
2014,3-Arlington,Male,African American,Yes,Six to Twelve Years Old,27
2014,3-Arlington,Male,African American,Yes,Thirteen to Eighteen Years Old,10
2014,3-Arlington,Male,African American,No,Birth to Five Years Old,26
2014,3-Arlington,Male,African American,No,Six to Twelve Years Old,11
2014,3-Arlington,Male,African American,No,Thirteen to Eighteen Years Old,2
2014,3-Arlington,Male,Anglo,Yes,Birth to Five Years Old,100
2014,3-Arlington,Male,Anglo,Yes,Six to Twelve Years Old,44
2014,3-Arlington,Male,Anglo,Yes,Thirteen to Eighteen Years Old,12
2014,3-Arlington,Male,Anglo,No,Birth to Five Years Old,29
2014,3-Arlington,Male,Anglo,No,Six to Twelve Years Old,8
2014,3-Arlington,Male,Anglo,No,Thirteen to Eighteen Years Old,11
2014,3-Arlington,Male,Asian,No,Six to Twelve Years Old,3
2014,3-Arlington,Male,Hispanic,Yes,Birth to Five Years Old,19
2014,3-Arlington,Male,Hispanic,Yes,Six to Twelve Years Old,12
2014,3-Arlington,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,4
2014,3-Arlington,Male,Hispanic,No,Birth to Five Years Old,53
2014,3-Arlington,Male,Hispanic,No,Six to Twelve Years Old,36
2014,3-Arlington,Male,Hispanic,No,Thirteen to Eighteen Years Old,6
2014,3-Arlington,Male,Native American,No,Thirteen to Eighteen Years Old,1
2014,3-Arlington,Male,Other,No,Birth to Five Years Old,27
2014,3-Arlington,Male,Other,No,Six to Twelve Years Old,7
2014,3-Arlington,Male,Other,No,Thirteen to Eighteen Years Old,3
2014,4-Tyler,Female,African American,Yes,Birth to Five Years Old,6
2014,4-Tyler,Female,African American,Yes,Six to Twelve Years Old,5
2014,4-Tyler,Female,African American,Yes,Thirteen to Eighteen Years Old,2
2014,4-Tyler,Female,African American,No,Birth to Five Years Old,12
2014,4-Tyler,Female,African American,No,Six to Twelve Years Old,1
2014,4-Tyler,Female,African American,No,Thirteen to Eighteen Years Old,1
2014,4-Tyler,Female,Anglo,Yes,Birth to Five Years Old,40
2014,4-Tyler,Female,Anglo,Yes,Six to Twelve Years Old,26
2014,4-Tyler,Female,Anglo,Yes,Thirteen to Eighteen Years Old,4
2014,4-Tyler,Female,Anglo,No,Birth to Five Years Old,9
2014,4-Tyler,Female,Anglo,No,Six to Twelve Years Old,5
2014,4-Tyler,Female,Anglo,No,Thirteen to Eighteen Years Old,1
2014,4-Tyler,Female,Hispanic,Yes,Birth to Five Years Old,3
2014,4-Tyler,Female,Hispanic,Yes,Six to Twelve Years Old,1
2014,4-Tyler,Female,Hispanic,No,Birth to Five Years Old,7
2014,4-Tyler,Female,Hispanic,No,Six to Twelve Years Old,3
2014,4-Tyler,Female,Hispanic,No,Thirteen to Eighteen Years Old,1
2014,4-Tyler,Female,Other,No,Birth to Five Years Old,14
2014,4-Tyler,Female,Other,No,Six to Twelve Years Old,3
2014,4-Tyler,Female,Other,No,Thirteen to Eighteen Years Old,1
2014,4-Tyler,Male,African American,Yes,Birth to Five Years Old,8
2014,4-Tyler,Male,African American,Yes,Six to Twelve Years Old,9
2014,4-Tyler,Male,African American,Yes,Thirteen to Eighteen Years Old,1
2014,4-Tyler,Male,African American,No,Birth to Five Years Old,7
2014,4-Tyler,Male,African American,No,Six to Twelve Years Old,8
2014,4-Tyler,Male,African American,No,Thirteen to Eighteen Years Old,1
2014,4-Tyler,Male,Anglo,Yes,Birth to Five Years Old,33
2014,4-Tyler,Male,Anglo,Yes,Six to Twelve Years Old,18
2014,4-Tyler,Male,Anglo,Yes,Thirteen to Eighteen Years Old,5
2014,4-Tyler,Male,Anglo,No,Birth to Five Years Old,7
2014,4-Tyler,Male,Anglo,No,Six to Twelve Years Old,4
2014,4-Tyler,Male,Anglo,No,Thirteen to Eighteen Years Old,1
2014,4-Tyler,Male,Hispanic,Yes,Birth to Five Years Old,4
2014,4-Tyler,Male,Hispanic,No,Birth to Five Years Old,3
2014,4-Tyler,Male,Hispanic,No,Six to Twelve Years Old,5
2014,4-Tyler,Male,Other,No,Birth to Five Years Old,10
2014,4-Tyler,Male,Other,No,Six to Twelve Years Old,6
2014,4-Tyler,Male,Other,No,Thirteen to Eighteen Years Old,2
2014,5-Beaumont,Female,African American,Yes,Birth to Five Years Old,11
2014,5-Beaumont,Female,African American,Yes,Six to Twelve Years Old,6
2014,5-Beaumont,Female,African American,No,Birth to Five Years Old,5
2014,5-Beaumont,Female,Anglo,Yes,Birth to Five Years Old,17
2014,5-Beaumont,Female,Anglo,Yes,Six to Twelve Years Old,11
2014,5-Beaumont,Female,Anglo,Yes,Thirteen to Eighteen Years Old,3
2014,5-Beaumont,Female,Anglo,No,Birth to Five Years Old,2
2014,5-Beaumont,Female,Anglo,No,Six to Twelve Years Old,1
2014,5-Beaumont,Female,Anglo,No,Thirteen to Eighteen Years Old,1
2014,5-Beaumont,Female,Hispanic,Yes,Birth to Five Years Old,2
2014,5-Beaumont,Female,Hispanic,No,Six to Twelve Years Old,2
2014,5-Beaumont,Female,Hispanic,No,Thirteen to Eighteen Years Old,2
2014,5-Beaumont,Female,Other,No,Birth to Five Years Old,6
2014,5-Beaumont,Female,Other,No,Six to Twelve Years Old,2
2014,5-Beaumont,Female,Other,No,Thirteen to Eighteen Years Old,1
2014,5-Beaumont,Male,African American,Yes,Birth to Five Years Old,5
2014,5-Beaumont,Male,African American,Yes,Six to Twelve Years Old,5
2014,5-Beaumont,Male,African American,No,Birth to Five Years Old,2
2014,5-Beaumont,Male,African American,No,Six to Twelve Years Old,2
2014,5-Beaumont,Male,Anglo,Yes,Birth to Five Years Old,14
2014,5-Beaumont,Male,Anglo,Yes,Six to Twelve Years Old,8
2014,5-Beaumont,Male,Anglo,Yes,Thirteen to Eighteen Years Old,3
2014,5-Beaumont,Male,Anglo,No,Six to Twelve Years Old,5
2014,5-Beaumont,Male,Anglo,No,Thirteen to Eighteen Years Old,1
2014,5-Beaumont,Male,Hispanic,No,Birth to Five Years Old,4
2014,5-Beaumont,Male,Hispanic,No,Six to Twelve Years Old,1
2014,5-Beaumont,Male,Other,No,Birth to Five Years Old,8
2014,5-Beaumont,Male,Other,No,Six to Twelve Years Old,1
2014,6-Houston,Female,African American,Yes,Birth to Five Years Old,94
2014,6-Houston,Female,African American,Yes,Six to Twelve Years Old,64
2014,6-Houston,Female,African American,Yes,Thirteen to Eighteen Years Old,19
2014,6-Houston,Female,African American,No,Birth to Five Years Old,11
2014,6-Houston,Female,African American,No,Six to Twelve Years Old,5
2014,6-Houston,Female,African American,No,Thirteen to Eighteen Years Old,2
2014,6-Houston,Female,Anglo,Yes,Birth to Five Years Old,42
2014,6-Houston,Female,Anglo,Yes,Six to Twelve Years Old,34
2014,6-Houston,Female,Anglo,Yes,Thirteen to Eighteen Years Old,13
2014,6-Houston,Female,Anglo,No,Birth to Five Years Old,11
2014,6-Houston,Female,Anglo,No,Six to Twelve Years Old,7
2014,6-Houston,Female,Asian,Yes,Six to Twelve Years Old,1
2014,6-Houston,Female,Hispanic,Yes,Birth to Five Years Old,25
2014,6-Houston,Female,Hispanic,Yes,Six to Twelve Years Old,31
2014,6-Houston,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,5
2014,6-Houston,Female,Hispanic,No,Birth to Five Years Old,45
2014,6-Houston,Female,Hispanic,No,Six to Twelve Years Old,24
2014,6-Houston,Female,Hispanic,No,Thirteen to Eighteen Years Old,4
2014,6-Houston,Female,Other,No,Birth to Five Years Old,14
2014,6-Houston,Female,Other,No,Six to Twelve Years Old,6
2014,6-Houston,Female,Other,No,Thirteen to Eighteen Years Old,1
2014,6-Houston,Male,African American,Yes,Birth to Five Years Old,101
2014,6-Houston,Male,African American,Yes,Six to Twelve Years Old,84
2014,6-Houston,Male,African American,Yes,Thirteen to Eighteen Years Old,25
2014,6-Houston,Male,African American,No,Birth to Five Years Old,15
2014,6-Houston,Male,African American,No,Six to Twelve Years Old,4
2014,6-Houston,Male,Anglo,Yes,Birth to Five Years Old,55
2014,6-Houston,Male,Anglo,Yes,Six to Twelve Years Old,27
2014,6-Houston,Male,Anglo,Yes,Thirteen to Eighteen Years Old,10
2014,6-Houston,Male,Anglo,No,Birth to Five Years Old,7
2014,6-Houston,Male,Anglo,No,Six to Twelve Years Old,5
2014,6-Houston,Male,Anglo,No,Thirteen to Eighteen Years Old,2
2014,6-Houston,Male,Asian,Yes,Thirteen to Eighteen Years Old,2
2014,6-Houston,Male,Hispanic,Yes,Birth to Five Years Old,27
2014,6-Houston,Male,Hispanic,Yes,Six to Twelve Years Old,23
2014,6-Houston,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,6
2014,6-Houston,Male,Hispanic,No,Birth to Five Years Old,36
2014,6-Houston,Male,Hispanic,No,Six to Twelve Years Old,25
2014,6-Houston,Male,Hispanic,No,Thirteen to Eighteen Years Old,9
2014,6-Houston,Male,Native American,No,Birth to Five Years Old,1
2014,6-Houston,Male,Other,No,Birth to Five Years Old,30
2014,6-Houston,Male,Other,No,Six to Twelve Years Old,8
2014,7-Austin,Female,African American,Yes,Birth to Five Years Old,23
2014,7-Austin,Female,African American,Yes,Six to Twelve Years Old,14
2014,7-Austin,Female,African American,Yes,Thirteen to Eighteen Years Old,6
2014,7-Austin,Female,African American,No,Birth to Five Years Old,28
2014,7-Austin,Female,African American,No,Six to Twelve Years Old,2
2014,7-Austin,Female,African American,No,Thirteen to Eighteen Years Old,2
2014,7-Austin,Female,Anglo,Yes,Birth to Five Years Old,47
2014,7-Austin,Female,Anglo,Yes,Six to Twelve Years Old,19
2014,7-Austin,Female,Anglo,Yes,Thirteen to Eighteen Years Old,4
2014,7-Austin,Female,Anglo,No,Birth to Five Years Old,15
2014,7-Austin,Female,Anglo,No,Six to Twelve Years Old,8
2014,7-Austin,Female,Anglo,No,Thirteen to Eighteen Years Old,4
2014,7-Austin,Female,Hispanic,Yes,Birth to Five Years Old,29
2014,7-Austin,Female,Hispanic,Yes,Six to Twelve Years Old,15
2014,7-Austin,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,5
2014,7-Austin,Female,Hispanic,No,Birth to Five Years Old,43
2014,7-Austin,Female,Hispanic,No,Six to Twelve Years Old,28
2014,7-Austin,Female,Hispanic,No,Thirteen to Eighteen Years Old,12
2014,7-Austin,Female,Other,No,Birth to Five Years Old,15
2014,7-Austin,Female,Other,No,Six to Twelve Years Old,6
2014,7-Austin,Female,Other,No,Thirteen to Eighteen Years Old,1
2014,7-Austin,Male,African American,Yes,Birth to Five Years Old,29
2014,7-Austin,Male,African American,Yes,Six to Twelve Years Old,12
2014,7-Austin,Male,African American,Yes,Thirteen to Eighteen Years Old,8
2014,7-Austin,Male,African American,No,Birth to Five Years Old,13
2014,7-Austin,Male,African American,No,Six to Twelve Years Old,9
2014,7-Austin,Male,African American,No,Thirteen to Eighteen Years Old,4
2014,7-Austin,Male,Anglo,Yes,Birth to Five Years Old,49
2014,7-Austin,Male,Anglo,Yes,Six to Twelve Years Old,24
2014,7-Austin,Male,Anglo,Yes,Thirteen to Eighteen Years Old,12
2014,7-Austin,Male,Anglo,No,Birth to Five Years Old,14
2014,7-Austin,Male,Anglo,No,Six to Twelve Years Old,11
2014,7-Austin,Male,Anglo,No,Thirteen to Eighteen Years Old,2
2014,7-Austin,Male,Hispanic,Yes,Birth to Five Years Old,32
2014,7-Austin,Male,Hispanic,Yes,Six to Twelve Years Old,26
2014,7-Austin,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,3
2014,7-Austin,Male,Hispanic,No,Birth to Five Years Old,43
2014,7-Austin,Male,Hispanic,No,Six to Twelve Years Old,23
2014,7-Austin,Male,Hispanic,No,Thirteen to Eighteen Years Old,8
2014,7-Austin,Male,Other,No,Birth to Five Years Old,24
2014,7-Austin,Male,Other,No,Six to Twelve Years Old,6
2014,7-Austin,Male,Other,No,Thirteen to Eighteen Years Old,1
2014,8-San Antonio,Female,African American,Yes,Birth to Five Years Old,15
2014,8-San Antonio,Female,African American,Yes,Six to Twelve Years Old,14
2014,8-San Antonio,Female,African American,Yes,Thirteen to Eighteen Years Old,2
2014,8-San Antonio,Female,African American,No,Birth to Five Years Old,9
2014,8-San Antonio,Female,African American,No,Six to Twelve Years Old,7
2014,8-San Antonio,Female,African American,No,Thirteen to Eighteen Years Old,1
2014,8-San Antonio,Female,Anglo,Yes,Birth to Five Years Old,21
2014,8-San Antonio,Female,Anglo,Yes,Six to Twelve Years Old,19
2014,8-San Antonio,Female,Anglo,Yes,Thirteen to Eighteen Years Old,7
2014,8-San Antonio,Female,Anglo,No,Birth to Five Years Old,14
2014,8-San Antonio,Female,Anglo,No,Six to Twelve Years Old,12
2014,8-San Antonio,Female,Anglo,No,Thirteen to Eighteen Years Old,1
2014,8-San Antonio,Female,Asian,No,Birth to Five Years Old,1
2014,8-San Antonio,Female,Hispanic,Yes,Birth to Five Years Old,174
2014,8-San Antonio,Female,Hispanic,Yes,Six to Twelve Years Old,135
2014,8-San Antonio,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,29
2014,8-San Antonio,Female,Hispanic,No,Birth to Five Years Old,111
2014,8-San Antonio,Female,Hispanic,No,Six to Twelve Years Old,66
2014,8-San Antonio,Female,Hispanic,No,Thirteen to Eighteen Years Old,18
2014,8-San Antonio,Female,Native American,No,Thirteen to Eighteen Years Old,1
2014,8-San Antonio,Female,Other,No,Birth to Five Years Old,16
2014,8-San Antonio,Female,Other,No,Six to Twelve Years Old,6
2014,8-San Antonio,Male,African American,Yes,Birth to Five Years Old,18
2014,8-San Antonio,Male,African American,Yes,Six to Twelve Years Old,17
2014,8-San Antonio,Male,African American,Yes,Thirteen to Eighteen Years Old,4
2014,8-San Antonio,Male,African American,No,Birth to Five Years Old,23
2014,8-San Antonio,Male,African American,No,Six to Twelve Years Old,5
2014,8-San Antonio,Male,African American,No,Thirteen to Eighteen Years Old,2
2014,8-San Antonio,Male,Anglo,Yes,Birth to Five Years Old,29
2014,8-San Antonio,Male,Anglo,Yes,Six to Twelve Years Old,27
2014,8-San Antonio,Male,Anglo,Yes,Thirteen to Eighteen Years Old,4
2014,8-San Antonio,Male,Anglo,No,Birth to Five Years Old,19
2014,8-San Antonio,Male,Anglo,No,Six to Twelve Years Old,7
2014,8-San Antonio,Male,Anglo,No,Thirteen to Eighteen Years Old,5
2014,8-San Antonio,Male,Hispanic,Yes,Birth to Five Years Old,173
2014,8-San Antonio,Male,Hispanic,Yes,Six to Twelve Years Old,128
2014,8-San Antonio,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,29
2014,8-San Antonio,Male,Hispanic,No,Birth to Five Years Old,100
2014,8-San Antonio,Male,Hispanic,No,Six to Twelve Years Old,54
2014,8-San Antonio,Male,Hispanic,No,Thirteen to Eighteen Years Old,14
2014,8-San Antonio,Male,Other,No,Birth to Five Years Old,9
2014,8-San Antonio,Male,Other,No,Six to Twelve Years Old,5
2014,8-San Antonio,Male,Other,No,Thirteen to Eighteen Years Old,1
2014,9-Midland,Female,African American,Yes,Birth to Five Years Old,2
2014,9-Midland,Female,African American,No,Birth to Five Years Old,2
2014,9-Midland,Female,African American,No,Six to Twelve Years Old,1
2014,9-Midland,Female,Anglo,Yes,Birth to Five Years Old,7
2014,9-Midland,Female,Anglo,Yes,Six to Twelve Years Old,2
2014,9-Midland,Female,Anglo,Yes,Thirteen to Eighteen Years Old,6
2014,9-Midland,Female,Anglo,No,Birth to Five Years Old,3
2014,9-Midland,Female,Hispanic,Yes,Birth to Five Years Old,10
2014,9-Midland,Female,Hispanic,Yes,Six to Twelve Years Old,9
2014,9-Midland,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,1
2014,9-Midland,Female,Hispanic,No,Birth to Five Years Old,16
2014,9-Midland,Female,Hispanic,No,Six to Twelve Years Old,7
2014,9-Midland,Female,Other,No,Birth to Five Years Old,4
2014,9-Midland,Female,Other,No,Six to Twelve Years Old,3
2014,9-Midland,Male,African American,No,Birth to Five Years Old,5
