Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Disabling Condition,Children in Adoption Placements
2014,3-Arlington,Male,Anglo,Thirteen to Seventeen Years Old,Medically Involved,1
2014,3-Arlington,Male,Asian,Birth to Five Years Old,Medically Involved,1
2014,3-Arlington,Male,Hispanic,Birth to Five Years Old,Medically Involved,6
2014,3-Arlington,Male,Hispanic,Six to Twelve Years Old,Medically Involved,3
2014,3-Arlington,Male,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,1
2014,3-Arlington,Male,Other,Birth to Five Years Old,Medically Involved,1
2014,3-Arlington,Female,African American,Birth to Five Years Old,Physical,1
2014,3-Arlington,Female,Anglo,Six to Twelve Years Old,Physical,1
2014,3-Arlington,Female,Hispanic,Birth to Five Years Old,Physical,1
2014,3-Arlington,Female,Hispanic,Thirteen to Seventeen Years Old,Physical,1
2014,3-Arlington,Female,Other,Birth to Five Years Old,Physical,1
2014,3-Arlington,Male,Anglo,Birth to Five Years Old,Physical,1
2014,4-Tyler,Female,African American,Birth to Five Years Old,Drug or Alcohol,2
2014,4-Tyler,Female,African American,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2014,4-Tyler,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,4
2014,4-Tyler,Female,Anglo,Six to Twelve Years Old,Drug or Alcohol,3
2014,4-Tyler,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,3
2014,4-Tyler,Female,Other,Birth to Five Years Old,Drug or Alcohol,1
2014,4-Tyler,Female,Unknown,Birth to Five Years Old,Drug or Alcohol,2
2014,4-Tyler,Male,African American,Birth to Five Years Old,Drug or Alcohol,3
2014,4-Tyler,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,6
2014,4-Tyler,Male,Anglo,Six to Twelve Years Old,Drug or Alcohol,2
2014,4-Tyler,Male,Unknown,Birth to Five Years Old,Drug or Alcohol,1
2014,4-Tyler,Male,Unknown,Six to Twelve Years Old,Drug or Alcohol,1
2014,4-Tyler,Female,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2014,4-Tyler,Female,Anglo,Birth to Five Years Old,Emotionally Disturbed,1
2014,4-Tyler,Female,Anglo,Six to Twelve Years Old,Emotionally Disturbed,7
2014,4-Tyler,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2014,4-Tyler,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2014,4-Tyler,Female,Other,Birth to Five Years Old,Emotionally Disturbed,1
2014,4-Tyler,Female,Other,Six to Twelve Years Old,Emotionally Disturbed,1
2014,4-Tyler,Male,African American,Six to Twelve Years Old,Emotionally Disturbed,1
2014,4-Tyler,Male,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2014,4-Tyler,Male,Anglo,Birth to Five Years Old,Emotionally Disturbed,2
2014,4-Tyler,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,5
2014,4-Tyler,Male,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2014,4-Tyler,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,1
2014,4-Tyler,Female,African American,Birth to Five Years Old,Learning Disability,1
2014,4-Tyler,Female,African American,Six to Twelve Years Old,Learning Disability,1
2014,4-Tyler,Female,African American,Thirteen to Seventeen Years Old,Learning Disability,3
2014,4-Tyler,Female,Anglo,Birth to Five Years Old,Learning Disability,5
2014,4-Tyler,Female,Anglo,Six to Twelve Years Old,Learning Disability,8
2014,4-Tyler,Female,Other,Birth to Five Years Old,Learning Disability,2
2014,4-Tyler,Female,Unknown,Birth to Five Years Old,Learning Disability,1
2014,4-Tyler,Male,African American,Birth to Five Years Old,Learning Disability,1
2014,4-Tyler,Male,African American,Six to Twelve Years Old,Learning Disability,4
2014,4-Tyler,Male,Anglo,Birth to Five Years Old,Learning Disability,10
2014,4-Tyler,Male,Anglo,Six to Twelve Years Old,Learning Disability,9
2014,4-Tyler,Male,Anglo,Thirteen to Seventeen Years Old,Learning Disability,1
2014,4-Tyler,Male,Hispanic,Birth to Five Years Old,Learning Disability,1
2014,4-Tyler,Male,Hispanic,Six to Twelve Years Old,Learning Disability,2
2014,4-Tyler,Male,Other,Birth to Five Years Old,Learning Disability,1
2014,4-Tyler,Male,Other,Six to Twelve Years Old,Learning Disability,2
2014,4-Tyler,Female,African American,Birth to Five Years Old,Medically Involved,2
2014,4-Tyler,Female,African American,Thirteen to Seventeen Years Old,Medically Involved,1
2014,4-Tyler,Female,Anglo,Birth to Five Years Old,Medically Involved,1
2014,4-Tyler,Female,Anglo,Six to Twelve Years Old,Medically Involved,2
2014,4-Tyler,Female,Anglo,Thirteen to Seventeen Years Old,Medically Involved,1
2014,4-Tyler,Female,Hispanic,Birth to Five Years Old,Medically Involved,1
2014,4-Tyler,Female,Other,Birth to Five Years Old,Medically Involved,1
2014,4-Tyler,Male,African American,Birth to Five Years Old,Medically Involved,2
2014,4-Tyler,Male,African American,Six to Twelve Years Old,Medically Involved,3
2014,4-Tyler,Male,Anglo,Birth to Five Years Old,Medically Involved,2
2014,4-Tyler,Male,Anglo,Six to Twelve Years Old,Medically Involved,3
2014,4-Tyler,Male,Anglo,Thirteen to Seventeen Years Old,Medically Involved,1
2014,4-Tyler,Male,Hispanic,Birth to Five Years Old,Medically Involved,1
2014,4-Tyler,Male,Other,Birth to Five Years Old,Medically Involved,1
2014,4-Tyler,Female,Anglo,Birth to Five Years Old,Physical,2
2014,4-Tyler,Male,African American,Birth to Five Years Old,Physical,1
2014,4-Tyler,Male,Anglo,Birth to Five Years Old,Physical,1
2014,4-Tyler,Male,Hispanic,Birth to Five Years Old,Physical,1
2014,5-Beaumont,Female,African American,Birth to Five Years Old,Drug or Alcohol,5
2014,5-Beaumont,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,4
2014,5-Beaumont,Female,Other,Birth to Five Years Old,Drug or Alcohol,2
2014,5-Beaumont,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,2
2014,5-Beaumont,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,2
2014,5-Beaumont,Male,Other,Birth to Five Years Old,Drug or Alcohol,2
2014,5-Beaumont,Female,African American,Six to Twelve Years Old,Emotionally Disturbed,1
2014,5-Beaumont,Female,Anglo,Six to Twelve Years Old,Emotionally Disturbed,1
2014,5-Beaumont,Female,Other,Birth to Five Years Old,Emotionally Disturbed,1
2014,5-Beaumont,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,1
2014,5-Beaumont,Male,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2014,5-Beaumont,Female,African American,Birth to Five Years Old,Learning Disability,2
2014,5-Beaumont,Female,African American,Six to Twelve Years Old,Learning Disability,2
2014,5-Beaumont,Female,Anglo,Six to Twelve Years Old,Learning Disability,2
2014,5-Beaumont,Female,Anglo,Thirteen to Seventeen Years Old,Learning Disability,1
2014,5-Beaumont,Female,Other,Six to Twelve Years Old,Learning Disability,1
2014,5-Beaumont,Male,Anglo,Six to Twelve Years Old,Learning Disability,2
2014,5-Beaumont,Female,African American,Birth to Five Years Old,Medically Involved,2
2014,5-Beaumont,Male,African American,Birth to Five Years Old,Medically Involved,1
2014,5-Beaumont,Male,Anglo,Birth to Five Years Old,Medically Involved,3
2014,5-Beaumont,Male,Hispanic,Six to Twelve Years Old,Medically Involved,1
2014,5-Beaumont,Male,Other,Birth to Five Years Old,Medically Involved,1
2014,5-Beaumont,Female,African American,Birth to Five Years Old,Physical,1
2014,6-Houston,Female,African American,Birth to Five Years Old,Drug or Alcohol,27
2014,6-Houston,Female,African American,Six to Twelve Years Old,Drug or Alcohol,3
2014,6-Houston,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,15
2014,6-Houston,Female,Anglo,Six to Twelve Years Old,Drug or Alcohol,2
2014,6-Houston,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,13
2014,6-Houston,Female,Hispanic,Six to Twelve Years Old,Drug or Alcohol,1
2014,6-Houston,Female,Other,Birth to Five Years Old,Drug or Alcohol,1
2014,6-Houston,Female,Unknown,Birth to Five Years Old,Drug or Alcohol,1
2014,6-Houston,Male,African American,Birth to Five Years Old,Drug or Alcohol,24
2014,6-Houston,Male,African American,Six to Twelve Years Old,Drug or Alcohol,6
2014,6-Houston,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,8
2014,6-Houston,Male,Anglo,Six to Twelve Years Old,Drug or Alcohol,3
2014,6-Houston,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,9
2014,6-Houston,Male,Hispanic,Six to Twelve Years Old,Drug or Alcohol,1
2014,6-Houston,Male,Other,Birth to Five Years Old,Drug or Alcohol,5
2014,6-Houston,Male,Unknown,Birth to Five Years Old,Drug or Alcohol,2
2014,6-Houston,Female,African American,Birth to Five Years Old,Emotionally Disturbed,3
2014,6-Houston,Female,African American,Six to Twelve Years Old,Emotionally Disturbed,5
2014,6-Houston,Female,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,5
2014,6-Houston,Female,Anglo,Birth to Five Years Old,Emotionally Disturbed,2
2014,6-Houston,Female,Anglo,Six to Twelve Years Old,Emotionally Disturbed,4
2014,6-Houston,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2014,6-Houston,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,5
2014,6-Houston,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,4
2014,6-Houston,Male,African American,Birth to Five Years Old,Emotionally Disturbed,1
2014,6-Houston,Male,African American,Six to Twelve Years Old,Emotionally Disturbed,19
2014,6-Houston,Male,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,8
2014,6-Houston,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,8
2014,6-Houston,Male,Hispanic,Birth to Five Years Old,Emotionally Disturbed,1
2014,6-Houston,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,1
2014,6-Houston,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2014,6-Houston,Male,Native American,Six to Twelve Years Old,Emotionally Disturbed,1
2014,6-Houston,Male,Other,Birth to Five Years Old,Emotionally Disturbed,1
2014,6-Houston,Male,Other,Six to Twelve Years Old,Emotionally Disturbed,1
2014,6-Houston,Female,African American,Birth to Five Years Old,Learning Disability,11
2014,6-Houston,Female,African American,Six to Twelve Years Old,Learning Disability,15
2014,6-Houston,Female,African American,Thirteen to Seventeen Years Old,Learning Disability,1
2014,6-Houston,Female,Anglo,Birth to Five Years Old,Learning Disability,5
2014,6-Houston,Female,Anglo,Six to Twelve Years Old,Learning Disability,4
2014,6-Houston,Female,Hispanic,Birth to Five Years Old,Learning Disability,6
2014,6-Houston,Female,Hispanic,Six to Twelve Years Old,Learning Disability,10
2014,6-Houston,Female,Other,Birth to Five Years Old,Learning Disability,1
2014,6-Houston,Female,Other,Six to Twelve Years Old,Learning Disability,1
2014,6-Houston,Male,African American,Birth to Five Years Old,Learning Disability,10
2014,6-Houston,Male,African American,Six to Twelve Years Old,Learning Disability,26
2014,6-Houston,Male,African American,Thirteen to Seventeen Years Old,Learning Disability,6
2014,6-Houston,Male,African American,,Learning Disability,1
2014,6-Houston,Male,Anglo,Birth to Five Years Old,Learning Disability,8
2014,6-Houston,Male,Anglo,Six to Twelve Years Old,Learning Disability,9
2014,6-Houston,Male,Anglo,Thirteen to Seventeen Years Old,Learning Disability,2
2014,6-Houston,Male,Hispanic,Birth to Five Years Old,Learning Disability,3
2014,6-Houston,Male,Hispanic,Six to Twelve Years Old,Learning Disability,13
2014,6-Houston,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,1
2014,6-Houston,Male,Native American,Six to Twelve Years Old,Learning Disability,1
2014,6-Houston,Male,Other,Birth to Five Years Old,Learning Disability,2
2014,6-Houston,Male,Other,Six to Twelve Years Old,Learning Disability,3
2014,6-Houston,Male,Unknown,Birth to Five Years Old,Learning Disability,2
2014,6-Houston,Female,African American,Birth to Five Years Old,Medically Involved,12
2014,6-Houston,Female,African American,Six to Twelve Years Old,Medically Involved,5
2014,6-Houston,Female,Anglo,Birth to Five Years Old,Medically Involved,6
2014,6-Houston,Female,Anglo,Six to Twelve Years Old,Medically Involved,2
2014,6-Houston,Female,Hispanic,Birth to Five Years Old,Medically Involved,4
2014,6-Houston,Female,Hispanic,Six to Twelve Years Old,Medically Involved,3
2014,6-Houston,Female,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,1
2014,6-Houston,Female,Other,Birth to Five Years Old,Medically Involved,1
2014,6-Houston,Male,African American,Birth to Five Years Old,Medically Involved,5
2014,6-Houston,Male,African American,Six to Twelve Years Old,Medically Involved,3
2014,6-Houston,Male,African American,Thirteen to Seventeen Years Old,Medically Involved,1
2014,6-Houston,Male,Anglo,Birth to Five Years Old,Medically Involved,2
2014,6-Houston,Male,Anglo,Six to Twelve Years Old,Medically Involved,3
2014,6-Houston,Male,Hispanic,Birth to Five Years Old,Medically Involved,5
2014,6-Houston,Male,Hispanic,Six to Twelve Years Old,Medically Involved,7
2014,6-Houston,Male,Native American,Six to Twelve Years Old,Medically Involved,1
2014,6-Houston,Male,Unknown,Birth to Five Years Old,Medically Involved,2
2014,6-Houston,Female,Anglo,Birth to Five Years Old,Other Disabling Condition,1
2014,6-Houston,Female,Hispanic,Thirteen to Seventeen Years Old,Other Disabling Condition,1
2014,6-Houston,Female,African American,Birth to Five Years Old,Physical,3
2014,6-Houston,Female,Anglo,Birth to Five Years Old,Physical,1
2014,6-Houston,Female,Hispanic,Birth to Five Years Old,Physical,1
2014,6-Houston,Male,African American,Birth to Five Years Old,Physical,2
2014,6-Houston,Male,African American,Thirteen to Seventeen Years Old,Physical,1
2014,6-Houston,Male,Anglo,Birth to Five Years Old,Physical,1
2014,6-Houston,Male,Hispanic,Birth to Five Years Old,Physical,1
2014,7-Austin,Female,African American,Birth to Five Years Old,Drug or Alcohol,11
2014,7-Austin,Female,African American,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2014,7-Austin,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,10
2014,7-Austin,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,9
2014,7-Austin,Female,Hispanic,Six to Twelve Years Old,Drug or Alcohol,2
2014,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2014,7-Austin,Female,Other,Birth to Five Years Old,Drug or Alcohol,2
2014,7-Austin,Female,Other,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2014,7-Austin,Female,Unknown,Birth to Five Years Old,Drug or Alcohol,1
2014,7-Austin,Male,African American,Birth to Five Years Old,Drug or Alcohol,8
2014,7-Austin,Male,African American,Six to Twelve Years Old,Drug or Alcohol,1
2014,7-Austin,Male,African American,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2014,7-Austin,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,17
2014,7-Austin,Male,Anglo,Six to Twelve Years Old,Drug or Alcohol,3
2014,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2014,7-Austin,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,10
2014,7-Austin,Male,Hispanic,Six to Twelve Years Old,Drug or Alcohol,2
2014,7-Austin,Male,Other,Birth to Five Years Old,Drug or Alcohol,7
2014,7-Austin,Male,Unknown,Birth to Five Years Old,Drug or Alcohol,1
2014,7-Austin,Female,African American,Birth to Five Years Old,Emotionally Disturbed,1
2014,7-Austin,Female,African American,Six to Twelve Years Old,Emotionally Disturbed,3
2014,7-Austin,Female,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,4
2014,7-Austin,Female,Anglo,Six to Twelve Years Old,Emotionally Disturbed,5
2014,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2014,7-Austin,Female,Hispanic,Birth to Five Years Old,Emotionally Disturbed,1
2014,7-Austin,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,3
2014,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,6
2014,7-Austin,Female,Other,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2014,7-Austin,Male,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,4
2014,7-Austin,Male,Anglo,Birth to Five Years Old,Emotionally Disturbed,1
2014,7-Austin,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,7
2014,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,7
2014,7-Austin,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,7
2014,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,3
2014,7-Austin,Male,Other,Six to Twelve Years Old,Emotionally Disturbed,1
2014,7-Austin,Male,Other,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2014,7-Austin,Female,African American,Birth to Five Years Old,Learning Disability,4
2014,7-Austin,Female,African American,Six to Twelve Years Old,Learning Disability,3
2014,7-Austin,Female,African American,Thirteen to Seventeen Years Old,Learning Disability,4
2014,7-Austin,Female,Anglo,Birth to Five Years Old,Learning Disability,5
2014,7-Austin,Female,Anglo,Six to Twelve Years Old,Learning Disability,6
2014,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,Learning Disability,3
2014,7-Austin,Female,Hispanic,Birth to Five Years Old,Learning Disability,4
2014,7-Austin,Female,Hispanic,Six to Twelve Years Old,Learning Disability,5
2014,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,3
2014,7-Austin,Female,Other,Six to Twelve Years Old,Learning Disability,3
2014,7-Austin,Female,Other,Thirteen to Seventeen Years Old,Learning Disability,1
2014,7-Austin,Male,African American,Six to Twelve Years Old,Learning Disability,3
2014,7-Austin,Male,African American,Thirteen to Seventeen Years Old,Learning Disability,5
2014,7-Austin,Male,Anglo,Birth to Five Years Old,Learning Disability,5
2014,7-Austin,Male,Anglo,Six to Twelve Years Old,Learning Disability,8
2014,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,Learning Disability,4
2014,7-Austin,Male,Hispanic,Birth to Five Years Old,Learning Disability,8
2014,7-Austin,Male,Hispanic,Six to Twelve Years Old,Learning Disability,15
2014,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,3
2014,7-Austin,Male,Other,Birth to Five Years Old,Learning Disability,2
2014,7-Austin,Male,Other,Six to Twelve Years Old,Learning Disability,2
2014,7-Austin,Male,Other,Thirteen to Seventeen Years Old,Learning Disability,1
2014,7-Austin,Female,African American,Birth to Five Years Old,Medically Involved,4
2014,7-Austin,Female,African American,Six to Twelve Years Old,Medically Involved,3
2014,7-Austin,Female,Anglo,Birth to Five Years Old,Medically Involved,4
2014,7-Austin,Female,Hispanic,Birth to Five Years Old,Medically Involved,2
2014,7-Austin,Female,Hispanic,Six to Twelve Years Old,Medically Involved,2
2014,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,1
2014,7-Austin,Male,African American,Birth to Five Years Old,Medically Involved,4
2014,7-Austin,Male,African American,Six to Twelve Years Old,Medically Involved,1
2014,7-Austin,Male,African American,Thirteen to Seventeen Years Old,Medically Involved,2
2014,7-Austin,Male,Anglo,Birth to Five Years Old,Medically Involved,2
2014,7-Austin,Male,Anglo,Six to Twelve Years Old,Medically Involved,2
2014,7-Austin,Male,Hispanic,Birth to Five Years Old,Medically Involved,2
2014,7-Austin,Male,Hispanic,Six to Twelve Years Old,Medically Involved,1
2014,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,1
2014,7-Austin,Male,Other,Six to Twelve Years Old,Medically Involved,1
2014,7-Austin,Female,African American,Birth to Five Years Old,Physical,2
2014,7-Austin,Female,Anglo,Birth to Five Years Old,Physical,2
2014,7-Austin,Female,Hispanic,Birth to Five Years Old,Physical,3
2014,7-Austin,Female,Hispanic,Six to Twelve Years Old,Physical,1
2014,7-Austin,Male,Anglo,Six to Twelve Years Old,Physical,1
2014,7-Austin,Male,Hispanic,Birth to Five Years Old,Physical,1
2014,7-Austin,Male,Hispanic,Six to Twelve Years Old,Physical,1
2014,8-San Antonio,Female,African American,Birth to Five Years Old,Drug or Alcohol,3
2014,8-San Antonio,Female,African American,Six to Twelve Years Old,Drug or Alcohol,2
2014,8-San Antonio,Female,African American,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2014,8-San Antonio,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,8
2014,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,73
2014,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,Drug or Alcohol,4
2014,8-San Antonio,Female,Other,Birth to Five Years Old,Drug or Alcohol,1
2014,8-San Antonio,Female,Unknown,Birth to Five Years Old,Drug or Alcohol,5
2014,8-San Antonio,Male,African American,Birth to Five Years Old,Drug or Alcohol,10
2014,8-San Antonio,Male,African American,Six to Twelve Years Old,Drug or Alcohol,1
2014,8-San Antonio,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,10
2014,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,70
2014,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Drug or Alcohol,6
2014,8-San Antonio,Male,Unknown,Birth to Five Years Old,Drug or Alcohol,2
2014,8-San Antonio,Female,African American,Birth to Five Years Old,Emotionally Disturbed,1
2014,8-San Antonio,Female,African American,Six to Twelve Years Old,Emotionally Disturbed,5
2014,8-San Antonio,Female,Anglo,Six to Twelve Years Old,Emotionally Disturbed,1
2014,8-San Antonio,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2014,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Emotionally Disturbed,4
2014,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,15
2014,8-San Antonio,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,5
2014,8-San Antonio,Female,Unknown,Six to Twelve Years Old,Emotionally Disturbed,1
2014,8-San Antonio,Male,African American,Six to Twelve Years Old,Emotionally Disturbed,2
2014,8-San Antonio,Male,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,3
2014,8-San Antonio,Male,African American,,Emotionally Disturbed,1
2014,8-San Antonio,Male,Anglo,Birth to Five Years Old,Emotionally Disturbed,4
2014,8-San Antonio,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,4
2014,8-San Antonio,Male,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,4
2014,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Emotionally Disturbed,1
2014,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,18
2014,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,14
2014,8-San Antonio,Male,Unknown,Six to Twelve Years Old,Emotionally Disturbed,1
2014,8-San Antonio,Female,African American,Birth to Five Years Old,Learning Disability,1
2014,8-San Antonio,Female,African American,Six to Twelve Years Old,Learning Disability,3
2014,8-San Antonio,Female,Anglo,Birth to Five Years Old,Learning Disability,2
2014,8-San Antonio,Female,Anglo,Six to Twelve Years Old,Learning Disability,2
2014,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Learning Disability,14
2014,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,Learning Disability,15
2014,8-San Antonio,Female,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,4
2014,8-San Antonio,Female,Other,Birth to Five Years Old,Learning Disability,2
2014,8-San Antonio,Female,Unknown,Birth to Five Years Old,Learning Disability,1
2014,8-San Antonio,Male,African American,Birth to Five Years Old,Learning Disability,3
2014,8-San Antonio,Male,African American,Six to Twelve Years Old,Learning Disability,4
2014,8-San Antonio,Male,African American,Thirteen to Seventeen Years Old,Learning Disability,1
2014,8-San Antonio,Male,African American,,Learning Disability,1
2014,8-San Antonio,Male,Anglo,Birth to Five Years Old,Learning Disability,9
2014,8-San Antonio,Male,Anglo,Six to Twelve Years Old,Learning Disability,15
2014,8-San Antonio,Male,Anglo,Thirteen to Seventeen Years Old,Learning Disability,5
2014,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Learning Disability,16
2014,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Learning Disability,35
2014,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,13
2014,8-San Antonio,Male,Other,Six to Twelve Years Old,Learning Disability,1
2014,8-San Antonio,Male,Unknown,Birth to Five Years Old,Learning Disability,1
2014,8-San Antonio,Female,African American,Birth to Five Years Old,Medically Involved,2
2014,8-San Antonio,Female,Anglo,Birth to Five Years Old,Medically Involved,2
2014,8-San Antonio,Female,Anglo,Six to Twelve Years Old,Medically Involved,1
2014,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Medically Involved,13
2014,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,Medically Involved,6
2014,8-San Antonio,Female,Other,Birth to Five Years Old,Medically Involved,1
2014,8-San Antonio,Female,Unknown,Birth to Five Years Old,Medically Involved,1
2014,8-San Antonio,Male,Anglo,Birth to Five Years Old,Medically Involved,4
2014,8-San Antonio,Male,Anglo,Six to Twelve Years Old,Medically Involved,1
2014,8-San Antonio,Male,Anglo,Thirteen to Seventeen Years Old,Medically Involved,2
2014,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Medically Involved,9
2014,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Medically Involved,3
2014,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,2
2014,8-San Antonio,Male,Other,Birth to Five Years Old,Medically Involved,1
2014,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Other Disabling Condition,1
2014,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Physical,2
2014,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,Physical,1
2014,8-San Antonio,Female,Hispanic,Thirteen to Seventeen Years Old,Physical,1
2014,8-San Antonio,Male,Anglo,Six to Twelve Years Old,Physical,2
2014,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Physical,1
2014,9-Midland,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,2
2014,9-Midland,Female,Other,Birth to Five Years Old,Drug or Alcohol,1
2014,9-Midland,Female,Unknown,Birth to Five Years Old,Drug or Alcohol,1
2014,9-Midland,Male,African American,Birth to Five Years Old,Drug or Alcohol,2
2014,9-Midland,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,4
2014,9-Midland,Male,Anglo,Six to Twelve Years Old,Drug or Alcohol,1
2014,9-Midland,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,2
2014,9-Midland,Male,Other,Birth to Five Years Old,Drug or Alcohol,2
2014,9-Midland,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2014,9-Midland,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,1
2014,9-Midland,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,3
2014,9-Midland,Female,Other,Six to Twelve Years Old,Emotionally Disturbed,2
2014,9-Midland,Male,Anglo,Birth to Five Years Old,Emotionally Disturbed,1
2014,9-Midland,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,1
2014,9-Midland,Male,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2014,9-Midland,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,5
2014,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,4
2014,9-Midland,Female,Anglo,Thirteen to Seventeen Years Old,Learning Disability,3
2014,9-Midland,Female,Hispanic,Birth to Five Years Old,Learning Disability,2
2014,9-Midland,Female,Hispanic,Six to Twelve Years Old,Learning Disability,1
