Fiscal Year,Region,Removal Stage,Gender,Race/Ethnicity,Age,Removals
2015,7-Austin,Family Preservation,Male,African American,10,4
2015,7-Austin,Family Preservation,Male,African American,11,0
2015,7-Austin,Family Preservation,Male,African American,12,3
2015,7-Austin,Family Preservation,Male,African American,13,0
2015,7-Austin,Family Preservation,Male,African American,14,1
2015,7-Austin,Family Preservation,Male,African American,15,0
2015,7-Austin,Family Preservation,Male,African American,16,0
2015,7-Austin,Family Preservation,Male,African American,17,0
2015,7-Austin,Family Preservation,Male,Anglo,0,11
2015,7-Austin,Family Preservation,Male,Anglo,1,6
2015,7-Austin,Family Preservation,Male,Anglo,2,5
2015,7-Austin,Family Preservation,Male,Anglo,3,7
2015,7-Austin,Family Preservation,Male,Anglo,4,3
2015,7-Austin,Family Preservation,Male,Anglo,5,7
2015,7-Austin,Family Preservation,Male,Anglo,6,3
2015,7-Austin,Family Preservation,Male,Anglo,7,5
2015,7-Austin,Family Preservation,Male,Anglo,8,0
2015,7-Austin,Family Preservation,Male,Anglo,9,6
2015,7-Austin,Family Preservation,Male,Anglo,10,4
2015,7-Austin,Family Preservation,Male,Anglo,11,3
2015,7-Austin,Family Preservation,Male,Anglo,12,2
2015,7-Austin,Family Preservation,Male,Anglo,13,1
2015,7-Austin,Family Preservation,Male,Anglo,14,2
2015,7-Austin,Family Preservation,Male,Anglo,15,3
2015,7-Austin,Family Preservation,Male,Anglo,16,1
2015,7-Austin,Family Preservation,Male,Anglo,17,1
2015,7-Austin,Family Preservation,Male,Asian,0,0
2015,7-Austin,Family Preservation,Male,Asian,4,0
2015,7-Austin,Family Preservation,Male,Asian,5,0
2015,7-Austin,Family Preservation,Male,Asian,8,0
2015,7-Austin,Family Preservation,Male,Hispanic,0,19
2015,7-Austin,Family Preservation,Male,Hispanic,1,13
2015,7-Austin,Family Preservation,Male,Hispanic,2,9
2015,7-Austin,Family Preservation,Male,Hispanic,3,11
2015,7-Austin,Family Preservation,Male,Hispanic,4,7
2015,7-Austin,Family Preservation,Male,Hispanic,5,6
2015,7-Austin,Family Preservation,Male,Hispanic,6,4
2015,7-Austin,Family Preservation,Male,Hispanic,7,6
2015,7-Austin,Family Preservation,Male,Hispanic,8,7
2015,7-Austin,Family Preservation,Male,Hispanic,9,5
2015,7-Austin,Family Preservation,Male,Hispanic,10,5
2015,7-Austin,Family Preservation,Male,Hispanic,11,3
2015,7-Austin,Family Preservation,Male,Hispanic,12,6
2015,7-Austin,Family Preservation,Male,Hispanic,13,2
2015,7-Austin,Family Preservation,Male,Hispanic,14,1
2015,7-Austin,Family Preservation,Male,Hispanic,15,1
2015,7-Austin,Family Preservation,Male,Hispanic,16,2
2015,7-Austin,Family Preservation,Male,Hispanic,17,2
2015,7-Austin,Family Preservation,Male,Native American,12,0
2015,7-Austin,Family Preservation,Male,Other,0,1
2015,7-Austin,Family Preservation,Male,Other,1,0
2015,7-Austin,Family Preservation,Male,Other,2,1
2015,7-Austin,Family Preservation,Male,Other,3,0
2015,7-Austin,Family Preservation,Male,Other,4,1
2015,7-Austin,Family Preservation,Male,Other,5,3
2015,7-Austin,Family Preservation,Male,Other,6,2
2015,7-Austin,Family Preservation,Male,Other,7,1
2015,7-Austin,Family Preservation,Male,Other,8,1
2015,7-Austin,Family Preservation,Male,Other,9,0
2015,7-Austin,Family Preservation,Male,Other,10,0
2015,7-Austin,Family Preservation,Male,Other,11,0
2015,7-Austin,Family Preservation,Male,Other,12,1
2015,7-Austin,Family Preservation,Male,Other,13,0
2015,7-Austin,Family Preservation,Male,Other,14,0
2015,7-Austin,Family Preservation,Male,Other,15,0
2015,7-Austin,Family Preservation,Male,Other,17,0
2015,7-Austin,Investigation,Female,African American,0,46
2015,7-Austin,Investigation,Female,African American,1,16
2015,7-Austin,Investigation,Female,African American,2,17
2015,7-Austin,Investigation,Female,African American,3,6
2015,7-Austin,Investigation,Female,African American,4,16
2015,7-Austin,Investigation,Female,African American,5,9
2015,7-Austin,Investigation,Female,African American,6,10
2015,7-Austin,Investigation,Female,African American,7,9
2015,7-Austin,Investigation,Female,African American,8,6
2015,7-Austin,Investigation,Female,African American,9,9
2015,7-Austin,Investigation,Female,African American,10,4
2015,7-Austin,Investigation,Female,African American,11,5
2015,7-Austin,Investigation,Female,African American,12,7
2015,7-Austin,Investigation,Female,African American,13,12
2015,7-Austin,Investigation,Female,African American,14,5
2015,7-Austin,Investigation,Female,African American,15,8
2015,7-Austin,Investigation,Female,African American,16,5
2015,7-Austin,Investigation,Female,African American,17,3
2015,7-Austin,Investigation,Female,Anglo,0,95
2015,7-Austin,Investigation,Female,Anglo,1,32
2015,7-Austin,Investigation,Female,Anglo,2,28
2015,7-Austin,Investigation,Female,Anglo,3,32
2015,7-Austin,Investigation,Female,Anglo,4,28
2015,7-Austin,Investigation,Female,Anglo,5,17
2015,7-Austin,Investigation,Female,Anglo,6,24
2015,7-Austin,Investigation,Female,Anglo,7,27
2015,7-Austin,Investigation,Female,Anglo,8,22
2015,7-Austin,Investigation,Female,Anglo,9,20
2015,7-Austin,Investigation,Female,Anglo,10,10
2015,7-Austin,Investigation,Female,Anglo,11,8
2015,7-Austin,Investigation,Female,Anglo,12,14
2015,7-Austin,Investigation,Female,Anglo,13,16
2015,7-Austin,Investigation,Female,Anglo,14,19
2015,7-Austin,Investigation,Female,Anglo,15,12
2015,7-Austin,Investigation,Female,Anglo,16,15
2015,7-Austin,Investigation,Female,Anglo,17,9
2015,7-Austin,Investigation,Female,Asian,3,1
2015,7-Austin,Investigation,Female,Asian,13,1
2015,7-Austin,Investigation,Female,Asian,14,1
2015,7-Austin,Investigation,Female,Asian,15,1
2015,7-Austin,Investigation,Female,Hispanic,0,59
2015,7-Austin,Investigation,Female,Hispanic,1,33
2015,7-Austin,Investigation,Female,Hispanic,2,19
2015,7-Austin,Investigation,Female,Hispanic,3,23
2015,7-Austin,Investigation,Female,Hispanic,4,31
2015,7-Austin,Investigation,Female,Hispanic,5,27
2015,7-Austin,Investigation,Female,Hispanic,6,19
2015,7-Austin,Investigation,Female,Hispanic,7,16
2015,7-Austin,Investigation,Female,Hispanic,8,23
2015,7-Austin,Investigation,Female,Hispanic,9,12
2015,7-Austin,Investigation,Female,Hispanic,10,11
2015,7-Austin,Investigation,Female,Hispanic,11,8
2015,7-Austin,Investigation,Female,Hispanic,12,16
2015,7-Austin,Investigation,Female,Hispanic,13,5
2015,7-Austin,Investigation,Female,Hispanic,14,14
2015,7-Austin,Investigation,Female,Hispanic,15,16
2015,7-Austin,Investigation,Female,Hispanic,16,23
2015,7-Austin,Investigation,Female,Hispanic,17,2
2015,7-Austin,Investigation,Female,Native American,17,1
2015,7-Austin,Investigation,Female,Other,0,20
2015,7-Austin,Investigation,Female,Other,1,9
2015,7-Austin,Investigation,Female,Other,2,9
2015,7-Austin,Investigation,Female,Other,3,6
2015,7-Austin,Investigation,Female,Other,4,4
2015,7-Austin,Investigation,Female,Other,5,1
2015,7-Austin,Investigation,Female,Other,6,3
2015,7-Austin,Investigation,Female,Other,7,3
2015,7-Austin,Investigation,Female,Other,8,3
2015,7-Austin,Investigation,Female,Other,9,4
2015,7-Austin,Investigation,Female,Other,10,4
2015,7-Austin,Investigation,Female,Other,11,3
2015,7-Austin,Investigation,Female,Other,12,2
2015,7-Austin,Investigation,Female,Other,13,3
2015,7-Austin,Investigation,Female,Other,14,4
2015,7-Austin,Investigation,Female,Other,15,3
2015,7-Austin,Investigation,Male,African American,0,45
2015,7-Austin,Investigation,Male,African American,1,26
2015,7-Austin,Investigation,Male,African American,2,13
2015,7-Austin,Investigation,Male,African American,3,13
2015,7-Austin,Investigation,Male,African American,4,9
2015,7-Austin,Investigation,Male,African American,5,20
2015,7-Austin,Investigation,Male,African American,6,16
2015,7-Austin,Investigation,Male,African American,7,12
2015,7-Austin,Investigation,Male,African American,8,9
2015,7-Austin,Investigation,Male,African American,9,7
2015,7-Austin,Investigation,Male,African American,10,4
2015,7-Austin,Investigation,Male,African American,11,5
2015,7-Austin,Investigation,Male,African American,12,6
2015,7-Austin,Investigation,Male,African American,13,7
2015,7-Austin,Investigation,Male,African American,14,9
2015,7-Austin,Investigation,Male,African American,15,6
2015,7-Austin,Investigation,Male,African American,16,9
2015,7-Austin,Investigation,Male,African American,17,6
2015,7-Austin,Investigation,Male,Anglo,0,78
2015,7-Austin,Investigation,Male,Anglo,1,33
2015,7-Austin,Investigation,Male,Anglo,2,29
2015,7-Austin,Investigation,Male,Anglo,3,31
2015,7-Austin,Investigation,Male,Anglo,4,19
2015,7-Austin,Investigation,Male,Anglo,5,20
2015,7-Austin,Investigation,Male,Anglo,6,35
2015,7-Austin,Investigation,Male,Anglo,7,23
2015,7-Austin,Investigation,Male,Anglo,8,17
2015,7-Austin,Investigation,Male,Anglo,9,14
2015,7-Austin,Investigation,Male,Anglo,10,21
2015,7-Austin,Investigation,Male,Anglo,11,17
2015,7-Austin,Investigation,Male,Anglo,12,16
2015,7-Austin,Investigation,Male,Anglo,13,7
2015,7-Austin,Investigation,Male,Anglo,14,15
2015,7-Austin,Investigation,Male,Anglo,15,8
2015,7-Austin,Investigation,Male,Anglo,16,11
2015,7-Austin,Investigation,Male,Anglo,17,6
2015,7-Austin,Investigation,Male,Asian,0,1
2015,7-Austin,Investigation,Male,Asian,4,2
2015,7-Austin,Investigation,Male,Asian,5,1
2015,7-Austin,Investigation,Male,Asian,8,1
2015,7-Austin,Investigation,Male,Hispanic,0,60
2015,7-Austin,Investigation,Male,Hispanic,1,32
2015,7-Austin,Investigation,Male,Hispanic,2,38
2015,7-Austin,Investigation,Male,Hispanic,3,23
2015,7-Austin,Investigation,Male,Hispanic,4,28
2015,7-Austin,Investigation,Male,Hispanic,5,24
2015,7-Austin,Investigation,Male,Hispanic,6,28
2015,7-Austin,Investigation,Male,Hispanic,7,19
2015,7-Austin,Investigation,Male,Hispanic,8,12
2015,7-Austin,Investigation,Male,Hispanic,9,11
2015,7-Austin,Investigation,Male,Hispanic,10,9
2015,7-Austin,Investigation,Male,Hispanic,11,11
2015,7-Austin,Investigation,Male,Hispanic,12,6
2015,7-Austin,Investigation,Male,Hispanic,13,6
2015,7-Austin,Investigation,Male,Hispanic,14,6
2015,7-Austin,Investigation,Male,Hispanic,15,6
2015,7-Austin,Investigation,Male,Hispanic,16,7
2015,7-Austin,Investigation,Male,Hispanic,17,7
2015,7-Austin,Investigation,Male,Native American,12,1
2015,7-Austin,Investigation,Male,Other,0,22
2015,7-Austin,Investigation,Male,Other,1,4
2015,7-Austin,Investigation,Male,Other,2,11
2015,7-Austin,Investigation,Male,Other,3,8
2015,7-Austin,Investigation,Male,Other,4,8
2015,7-Austin,Investigation,Male,Other,5,6
2015,7-Austin,Investigation,Male,Other,6,4
2015,7-Austin,Investigation,Male,Other,7,0
2015,7-Austin,Investigation,Male,Other,8,5
2015,7-Austin,Investigation,Male,Other,9,6
2015,7-Austin,Investigation,Male,Other,10,5
2015,7-Austin,Investigation,Male,Other,11,5
2015,7-Austin,Investigation,Male,Other,12,5
2015,7-Austin,Investigation,Male,Other,13,3
2015,7-Austin,Investigation,Male,Other,14,5
2015,7-Austin,Investigation,Male,Other,15,2
2015,7-Austin,Investigation,Male,Other,17,1
2015,8-San Antonio,Family Preservation,Female,African American,0,11
2015,8-San Antonio,Family Preservation,Female,African American,1,9
2015,8-San Antonio,Family Preservation,Female,African American,2,2
2015,8-San Antonio,Family Preservation,Female,African American,3,2
2015,8-San Antonio,Family Preservation,Female,African American,4,2
2015,8-San Antonio,Family Preservation,Female,African American,5,4
2015,8-San Antonio,Family Preservation,Female,African American,6,0
2015,8-San Antonio,Family Preservation,Female,African American,7,2
2015,8-San Antonio,Family Preservation,Female,African American,8,1
2015,8-San Antonio,Family Preservation,Female,African American,9,1
2015,8-San Antonio,Family Preservation,Female,African American,10,0
2015,8-San Antonio,Family Preservation,Female,African American,11,1
2015,8-San Antonio,Family Preservation,Female,African American,12,1
2015,8-San Antonio,Family Preservation,Female,African American,13,0
2015,8-San Antonio,Family Preservation,Female,African American,15,0
2015,8-San Antonio,Family Preservation,Female,African American,16,0
2015,8-San Antonio,Family Preservation,Female,African American,17,0
2015,8-San Antonio,Family Preservation,Female,Anglo,0,10
2015,8-San Antonio,Family Preservation,Female,Anglo,1,9
2015,8-San Antonio,Family Preservation,Female,Anglo,2,0
2015,8-San Antonio,Family Preservation,Female,Anglo,3,8
2015,8-San Antonio,Family Preservation,Female,Anglo,4,2
2015,8-San Antonio,Family Preservation,Female,Anglo,5,5
2015,8-San Antonio,Family Preservation,Female,Anglo,6,2
2015,8-San Antonio,Family Preservation,Female,Anglo,7,4
2015,8-San Antonio,Family Preservation,Female,Anglo,8,2
2015,8-San Antonio,Family Preservation,Female,Anglo,9,6
2015,8-San Antonio,Family Preservation,Female,Anglo,10,1
2015,8-San Antonio,Family Preservation,Female,Anglo,11,2
2015,8-San Antonio,Family Preservation,Female,Anglo,12,3
2015,8-San Antonio,Family Preservation,Female,Anglo,13,0
2015,8-San Antonio,Family Preservation,Female,Anglo,14,1
2015,8-San Antonio,Family Preservation,Female,Anglo,15,1
2015,8-San Antonio,Family Preservation,Female,Anglo,16,2
2015,8-San Antonio,Family Preservation,Female,Anglo,17,0
2015,8-San Antonio,Family Preservation,Female,Asian,4,1
2015,8-San Antonio,Family Preservation,Female,Asian,6,1
2015,8-San Antonio,Family Preservation,Female,Asian,7,0
2015,8-San Antonio,Family Preservation,Female,Hispanic,0,29
2015,8-San Antonio,Family Preservation,Female,Hispanic,1,31
2015,8-San Antonio,Family Preservation,Female,Hispanic,2,33
2015,8-San Antonio,Family Preservation,Female,Hispanic,3,27
2015,8-San Antonio,Family Preservation,Female,Hispanic,4,25
2015,8-San Antonio,Family Preservation,Female,Hispanic,5,19
2015,8-San Antonio,Family Preservation,Female,Hispanic,6,27
2015,8-San Antonio,Family Preservation,Female,Hispanic,7,24
2015,8-San Antonio,Family Preservation,Female,Hispanic,8,24
2015,8-San Antonio,Family Preservation,Female,Hispanic,9,24
2015,8-San Antonio,Family Preservation,Female,Hispanic,10,18
2015,8-San Antonio,Family Preservation,Female,Hispanic,11,20
2015,8-San Antonio,Family Preservation,Female,Hispanic,12,10
2015,8-San Antonio,Family Preservation,Female,Hispanic,13,10
2015,8-San Antonio,Family Preservation,Female,Hispanic,14,12
2015,8-San Antonio,Family Preservation,Female,Hispanic,15,6
2015,8-San Antonio,Family Preservation,Female,Hispanic,16,5
2015,8-San Antonio,Family Preservation,Female,Hispanic,17,4
2015,8-San Antonio,Family Preservation,Female,Other,0,2
2015,8-San Antonio,Family Preservation,Female,Other,1,4
2015,8-San Antonio,Family Preservation,Female,Other,2,0
2015,8-San Antonio,Family Preservation,Female,Other,3,1
2015,8-San Antonio,Family Preservation,Female,Other,5,1
2015,8-San Antonio,Family Preservation,Female,Other,6,1
2015,8-San Antonio,Family Preservation,Female,Other,9,0
2015,8-San Antonio,Family Preservation,Female,Other,10,0
2015,8-San Antonio,Family Preservation,Female,Other,11,0
2015,8-San Antonio,Family Preservation,Female,Other,12,0
2015,8-San Antonio,Family Preservation,Female,Other,14,0
2015,8-San Antonio,Family Preservation,Female,Other,15,1
2015,8-San Antonio,Family Preservation,Male,African American,0,6
2015,8-San Antonio,Family Preservation,Male,African American,1,3
2015,8-San Antonio,Family Preservation,Male,African American,2,1
2015,8-San Antonio,Family Preservation,Male,African American,3,0
2015,8-San Antonio,Family Preservation,Male,African American,4,3
2015,8-San Antonio,Family Preservation,Male,African American,5,5
2015,8-San Antonio,Family Preservation,Male,African American,6,1
2015,8-San Antonio,Family Preservation,Male,African American,7,3
2015,8-San Antonio,Family Preservation,Male,African American,8,1
2015,8-San Antonio,Family Preservation,Male,African American,9,1
2015,8-San Antonio,Family Preservation,Male,African American,10,1
2015,8-San Antonio,Family Preservation,Male,African American,11,2
2015,8-San Antonio,Family Preservation,Male,African American,12,0
2015,8-San Antonio,Family Preservation,Male,African American,13,2
2015,8-San Antonio,Family Preservation,Male,African American,14,3
2015,8-San Antonio,Family Preservation,Male,African American,15,2
2015,8-San Antonio,Family Preservation,Male,African American,16,1
2015,8-San Antonio,Family Preservation,Male,Anglo,0,8
2015,8-San Antonio,Family Preservation,Male,Anglo,1,8
2015,8-San Antonio,Family Preservation,Male,Anglo,2,4
2015,8-San Antonio,Family Preservation,Male,Anglo,3,4
2015,8-San Antonio,Family Preservation,Male,Anglo,4,6
2015,8-San Antonio,Family Preservation,Male,Anglo,5,6
2015,8-San Antonio,Family Preservation,Male,Anglo,6,9
2015,8-San Antonio,Family Preservation,Male,Anglo,7,4
2015,8-San Antonio,Family Preservation,Male,Anglo,8,2
2015,8-San Antonio,Family Preservation,Male,Anglo,9,2
2015,8-San Antonio,Family Preservation,Male,Anglo,10,6
2015,8-San Antonio,Family Preservation,Male,Anglo,11,0
2015,8-San Antonio,Family Preservation,Male,Anglo,12,4
2015,8-San Antonio,Family Preservation,Male,Anglo,13,3
2015,8-San Antonio,Family Preservation,Male,Anglo,14,0
2015,8-San Antonio,Family Preservation,Male,Anglo,15,2
2015,8-San Antonio,Family Preservation,Male,Anglo,16,2
2015,8-San Antonio,Family Preservation,Male,Anglo,17,0
2015,8-San Antonio,Family Preservation,Male,Asian,1,1
2015,8-San Antonio,Family Preservation,Male,Asian,10,1
2015,8-San Antonio,Family Preservation,Male,Asian,15,1
2015,8-San Antonio,Family Preservation,Male,Hispanic,0,43
2015,8-San Antonio,Family Preservation,Male,Hispanic,1,32
2015,8-San Antonio,Family Preservation,Male,Hispanic,2,30
2015,8-San Antonio,Family Preservation,Male,Hispanic,3,36
2015,8-San Antonio,Family Preservation,Male,Hispanic,4,22
2015,8-San Antonio,Family Preservation,Male,Hispanic,5,16
2015,8-San Antonio,Family Preservation,Male,Hispanic,6,32
2015,8-San Antonio,Family Preservation,Male,Hispanic,7,21
2015,8-San Antonio,Family Preservation,Male,Hispanic,8,10
2015,8-San Antonio,Family Preservation,Male,Hispanic,9,16
2015,8-San Antonio,Family Preservation,Male,Hispanic,10,13
2015,8-San Antonio,Family Preservation,Male,Hispanic,11,13
2015,8-San Antonio,Family Preservation,Male,Hispanic,12,11
2015,8-San Antonio,Family Preservation,Male,Hispanic,13,6
2015,8-San Antonio,Family Preservation,Male,Hispanic,14,7
2015,8-San Antonio,Family Preservation,Male,Hispanic,15,6
2015,8-San Antonio,Family Preservation,Male,Hispanic,16,7
2015,8-San Antonio,Family Preservation,Male,Hispanic,17,4
2015,8-San Antonio,Family Preservation,Male,Native American,4,0
2015,8-San Antonio,Family Preservation,Male,Other,0,4
2015,8-San Antonio,Family Preservation,Male,Other,1,0
2015,8-San Antonio,Family Preservation,Male,Other,2,0
2015,8-San Antonio,Family Preservation,Male,Other,3,0
2015,8-San Antonio,Family Preservation,Male,Other,4,0
2015,8-San Antonio,Family Preservation,Male,Other,5,0
2015,8-San Antonio,Family Preservation,Male,Other,6,0
2015,8-San Antonio,Family Preservation,Male,Other,8,0
2015,8-San Antonio,Family Preservation,Male,Other,10,1
2015,8-San Antonio,Family Preservation,Male,Other,11,0
2015,8-San Antonio,Family Preservation,Male,Other,13,0
2015,8-San Antonio,Investigation,Female,African American,0,10
2015,8-San Antonio,Investigation,Female,African American,1,4
2015,8-San Antonio,Investigation,Female,African American,2,1
2015,8-San Antonio,Investigation,Female,African American,3,2
2015,8-San Antonio,Investigation,Female,African American,4,3
2015,8-San Antonio,Investigation,Female,African American,5,4
2015,8-San Antonio,Investigation,Female,African American,6,4
2015,8-San Antonio,Investigation,Female,African American,7,3
2015,8-San Antonio,Investigation,Female,African American,8,1
2015,8-San Antonio,Investigation,Female,African American,9,2
2015,8-San Antonio,Investigation,Female,African American,10,2
2015,8-San Antonio,Investigation,Female,African American,11,2
2015,8-San Antonio,Investigation,Female,African American,12,1
2015,8-San Antonio,Investigation,Female,African American,13,3
2015,8-San Antonio,Investigation,Female,African American,15,2
2015,8-San Antonio,Investigation,Female,African American,16,6
2015,8-San Antonio,Investigation,Female,African American,17,1
2015,8-San Antonio,Investigation,Female,Anglo,0,32
2015,8-San Antonio,Investigation,Female,Anglo,1,11
2015,8-San Antonio,Investigation,Female,Anglo,2,13
2015,8-San Antonio,Investigation,Female,Anglo,3,10
2015,8-San Antonio,Investigation,Female,Anglo,4,7
2015,8-San Antonio,Investigation,Female,Anglo,5,10
2015,8-San Antonio,Investigation,Female,Anglo,6,6
2015,8-San Antonio,Investigation,Female,Anglo,7,11
2015,8-San Antonio,Investigation,Female,Anglo,8,8
2015,8-San Antonio,Investigation,Female,Anglo,9,4
2015,8-San Antonio,Investigation,Female,Anglo,10,8
2015,8-San Antonio,Investigation,Female,Anglo,11,7
2015,8-San Antonio,Investigation,Female,Anglo,12,4
2015,8-San Antonio,Investigation,Female,Anglo,13,10
2015,8-San Antonio,Investigation,Female,Anglo,14,8
2015,8-San Antonio,Investigation,Female,Anglo,15,14
2015,8-San Antonio,Investigation,Female,Anglo,16,8
2015,8-San Antonio,Investigation,Female,Anglo,17,6
2015,8-San Antonio,Investigation,Female,Asian,4,0
2015,8-San Antonio,Investigation,Female,Asian,6,0
2015,8-San Antonio,Investigation,Female,Asian,7,1
2015,8-San Antonio,Investigation,Female,Hispanic,0,123
2015,8-San Antonio,Investigation,Female,Hispanic,1,39
2015,8-San Antonio,Investigation,Female,Hispanic,2,30
2015,8-San Antonio,Investigation,Female,Hispanic,3,28
2015,8-San Antonio,Investigation,Female,Hispanic,4,31
2015,8-San Antonio,Investigation,Female,Hispanic,5,25
2015,8-San Antonio,Investigation,Female,Hispanic,6,27
2015,8-San Antonio,Investigation,Female,Hispanic,7,25
2015,8-San Antonio,Investigation,Female,Hispanic,8,23
2015,8-San Antonio,Investigation,Female,Hispanic,9,23
2015,8-San Antonio,Investigation,Female,Hispanic,10,23
2015,8-San Antonio,Investigation,Female,Hispanic,11,15
2015,8-San Antonio,Investigation,Female,Hispanic,12,23
2015,8-San Antonio,Investigation,Female,Hispanic,13,13
2015,8-San Antonio,Investigation,Female,Hispanic,14,20
2015,8-San Antonio,Investigation,Female,Hispanic,15,21
2015,8-San Antonio,Investigation,Female,Hispanic,16,12
2015,8-San Antonio,Investigation,Female,Hispanic,17,3
2015,8-San Antonio,Investigation,Female,Other,0,8
2015,8-San Antonio,Investigation,Female,Other,1,1
2015,8-San Antonio,Investigation,Female,Other,2,2
2015,8-San Antonio,Investigation,Female,Other,3,1
2015,8-San Antonio,Investigation,Female,Other,5,1
2015,8-San Antonio,Investigation,Female,Other,6,3
2015,8-San Antonio,Investigation,Female,Other,9,1
2015,8-San Antonio,Investigation,Female,Other,10,1
2015,8-San Antonio,Investigation,Female,Other,11,1
2015,8-San Antonio,Investigation,Female,Other,12,2
2015,8-San Antonio,Investigation,Female,Other,14,1
2015,8-San Antonio,Investigation,Female,Other,15,0
2015,8-San Antonio,Investigation,Male,African American,0,19
2015,8-San Antonio,Investigation,Male,African American,1,4
2015,8-San Antonio,Investigation,Male,African American,2,3
2015,8-San Antonio,Investigation,Male,African American,3,5
2015,8-San Antonio,Investigation,Male,African American,4,1
2015,8-San Antonio,Investigation,Male,African American,5,4
2015,8-San Antonio,Investigation,Male,African American,6,2
2015,8-San Antonio,Investigation,Male,African American,7,7
2015,8-San Antonio,Investigation,Male,African American,8,1
2015,8-San Antonio,Investigation,Male,African American,9,1
2015,8-San Antonio,Investigation,Male,African American,10,4
2015,8-San Antonio,Investigation,Male,African American,11,2
2015,8-San Antonio,Investigation,Male,African American,12,1
2015,8-San Antonio,Investigation,Male,African American,13,0
2015,8-San Antonio,Investigation,Male,African American,14,4
2015,8-San Antonio,Investigation,Male,African American,15,2
2015,8-San Antonio,Investigation,Male,African American,16,3
2015,8-San Antonio,Investigation,Male,Anglo,0,31
2015,8-San Antonio,Investigation,Male,Anglo,1,12
2015,8-San Antonio,Investigation,Male,Anglo,2,7
2015,8-San Antonio,Investigation,Male,Anglo,3,9
2015,8-San Antonio,Investigation,Male,Anglo,4,7
2015,8-San Antonio,Investigation,Male,Anglo,5,9
2015,8-San Antonio,Investigation,Male,Anglo,6,12
2015,8-San Antonio,Investigation,Male,Anglo,7,6
2015,8-San Antonio,Investigation,Male,Anglo,8,6
2015,8-San Antonio,Investigation,Male,Anglo,9,8
2015,8-San Antonio,Investigation,Male,Anglo,10,5
2015,8-San Antonio,Investigation,Male,Anglo,11,3
2015,8-San Antonio,Investigation,Male,Anglo,12,4
2015,8-San Antonio,Investigation,Male,Anglo,13,1
2015,8-San Antonio,Investigation,Male,Anglo,14,7
2015,8-San Antonio,Investigation,Male,Anglo,15,3
2015,8-San Antonio,Investigation,Male,Anglo,16,6
2015,8-San Antonio,Investigation,Male,Anglo,17,4
2015,8-San Antonio,Investigation,Male,Asian,1,0
2015,8-San Antonio,Investigation,Male,Asian,10,0
2015,8-San Antonio,Investigation,Male,Asian,15,0
2015,8-San Antonio,Investigation,Male,Hispanic,0,128
2015,8-San Antonio,Investigation,Male,Hispanic,1,51
2015,8-San Antonio,Investigation,Male,Hispanic,2,36
2015,8-San Antonio,Investigation,Male,Hispanic,3,27
2015,8-San Antonio,Investigation,Male,Hispanic,4,22
2015,8-San Antonio,Investigation,Male,Hispanic,5,37
2015,8-San Antonio,Investigation,Male,Hispanic,6,36
2015,8-San Antonio,Investigation,Male,Hispanic,7,34
2015,8-San Antonio,Investigation,Male,Hispanic,8,27
2015,8-San Antonio,Investigation,Male,Hispanic,9,21
2015,8-San Antonio,Investigation,Male,Hispanic,10,9
2015,8-San Antonio,Investigation,Male,Hispanic,11,13
2015,8-San Antonio,Investigation,Male,Hispanic,12,20
2015,8-San Antonio,Investigation,Male,Hispanic,13,16
2015,8-San Antonio,Investigation,Male,Hispanic,14,14
2015,8-San Antonio,Investigation,Male,Hispanic,15,18
2015,8-San Antonio,Investigation,Male,Hispanic,16,10
2015,8-San Antonio,Investigation,Male,Hispanic,17,5
2015,8-San Antonio,Investigation,Male,Native American,4,1
2015,8-San Antonio,Investigation,Male,Other,0,7
2015,8-San Antonio,Investigation,Male,Other,1,3
2015,8-San Antonio,Investigation,Male,Other,2,2
2015,8-San Antonio,Investigation,Male,Other,3,1
2015,8-San Antonio,Investigation,Male,Other,4,2
2015,8-San Antonio,Investigation,Male,Other,5,3
2015,8-San Antonio,Investigation,Male,Other,6,1
2015,8-San Antonio,Investigation,Male,Other,8,1
2015,8-San Antonio,Investigation,Male,Other,10,0
2015,8-San Antonio,Investigation,Male,Other,11,1
2015,8-San Antonio,Investigation,Male,Other,13,1
2015,9-Midland,Family Preservation,Female,African American,1,1
2015,9-Midland,Family Preservation,Female,African American,2,1
2015,9-Midland,Family Preservation,Female,African American,3,1
2015,9-Midland,Family Preservation,Female,African American,5,0
2015,9-Midland,Family Preservation,Female,African American,6,0
2015,9-Midland,Family Preservation,Female,African American,10,1
2015,9-Midland,Family Preservation,Female,African American,17,1
2015,9-Midland,Family Preservation,Female,Anglo,0,4
2015,9-Midland,Family Preservation,Female,Anglo,1,4
2015,9-Midland,Family Preservation,Female,Anglo,2,5
2015,9-Midland,Family Preservation,Female,Anglo,3,2
2015,9-Midland,Family Preservation,Female,Anglo,4,3
2015,9-Midland,Family Preservation,Female,Anglo,5,2
2015,9-Midland,Family Preservation,Female,Anglo,6,5
2015,9-Midland,Family Preservation,Female,Anglo,7,2
2015,9-Midland,Family Preservation,Female,Anglo,8,2
2015,9-Midland,Family Preservation,Female,Anglo,9,2
2015,9-Midland,Family Preservation,Female,Anglo,10,1
2015,9-Midland,Family Preservation,Female,Anglo,11,1
2015,9-Midland,Family Preservation,Female,Anglo,13,0
2015,9-Midland,Family Preservation,Female,Anglo,14,0
2015,9-Midland,Family Preservation,Female,Anglo,15,1
